author,title,year,conference
Carlos Hernández_Roberto Asín_Jorge A. Baier,Reusing Previously Found A* Paths for Fast Goal-Directed Navigation in Dynamic Terrain.,2015,AAAI
Erjin Zhou_Haoqiang Fan_Zhimin Cao_Yuning Jiang_Qi Yin,Learning Face Hallucination in the Wild.,2015,AAAI
Sven Seuken_Jie Tang_David C. Parkes,Accounting Mechanisms for Distributed Work Systems.,2010,AAAI
Bogdan Pogorelc,An Intelligent System for Prolonging Independent Living of Elderly.,2011,AAAI
Leonard Kinnaird-Heether_Chris Dorman,Position Assignment on an Enterprise Level Using Combinatorial Optimization.,2015,AAAI
Siamak (Moshen) Ravanbakhsh_Barnabás Póczos_Russell Greiner,A Cross-Entropy Method that Optimizes Partially Decomposable Problems: A New Way to Interpret NMR Spectra.,2010,AAAI
Mingkui Tan_Ivor W. Tsang_Li Wang 0033_Xinming Zhang,Convex Matching Pursuit for Large-Scale Sparse Coding and Subset Selection.,2012,AAAI
Longwen Gao_Shuigeng Zhou,Learning Sparse Representations from Datasets with Uncertain Group Structures: Model Algorithm and Applications.,2015,AAAI
Cam-Tu Nguyen_Xiaoliang Wang_Jing Liu 0001_Zhi-Hua Zhou,Labeling Complicated Objects: Multi-View Multi-Instance Multi-Label Learning.,2014,AAAI
Piotr Krzysztof Skowron_Edith Elkind,Social Choice Under Metric Preferences: Scoring Rules and STV.,2017,AAAI
Siddharth Srivastava_Shlomo Zilberstein_Neil Immerman_Hector Geffner,Qualitative Numeric Planning.,2011,AAAI
Xiaofeng Yu_Wai Lam,Bidirectional Integration of Pipeline Models.,2010,AAAI
Mohamed Morsey_Jens Lehmann_Sören Auer_Axel-Cyrille Ngonga Ngomo,Usage-Centric Benchmarking of RDF Triple Stores.,2012,AAAI
Han Lin_Kaile Su_Chu Min Li,Within-problem Learning for Efficient Lower Bound Computation in Max-SAT Solving.,2008,AAAI
Shuo Chen_Jianwen Zhang_Guangyun Chen_Changshui Zhang,What if the Irresponsible Teachers Are Dominating?,2010,AAAI
Martin Mladenov_Danny Heinrich_Leonard Kleinhans_Felix Gonsior_Kristian Kersting,RELOOP: A Python-Embedded Declarative Language for Relational Optimization.,2016,AAAI
Colin McMillen_Manuela M. Veloso,Unknown Rewards in Finite-Horizon Domains.,2008,AAAI
Hooyeon Lee_Yoav Shoham,Stable Invitations.,2015,AAAI
Ankit Sharma_Tuomas Sandholm,Asymmetric Spite in Auctions.,2010,AAAI
Alexandre Fréchette_Lars Kotthoff_Tomasz P. Michalak_Talal Rahwan_Holger H. Hoos_Kevin Leyton-Brown,Using the Shapley Value to Analyze Algorithm Portfolios.,2016,AAAI
Chitta Baral_Juraj Dzifcak_Tran Cao Son,Using Answer Set Programming and Lambda Calculus to Characterize Natural Language Sentences with Normatives and Exceptions.,2008,AAAI
Andrew Gelfand_Kalev Kask_Rina Dechter,Stopping Rules for Randomized Greedy Triangulation Schemes.,2011,AAAI
Eric Brelsford_Piotr Faliszewski_Edith Hemaspaandra_Henning Schnoor_Ilka Schnoor,Approximability of Manipulating Elections.,2008,AAAI
Yang Song_Jun Zhu,Bayesian Matrix Completion via Adaptive Relaxed Spectral Regularization.,2016,AAAI
Zhenyong Fu_Zhiwu Lu_Horace Ho-Shing Ip_Yuxin Peng_Hongtao Lu,Symmetric Graph Regularized Constraint Propagation.,2011,AAAI
Ding Tu_Ling Chen 0001_Gencai Chen,WordNet Based Multi-Way Concept Hierarchy Construction from Text Corpus.,2013,AAAI
Pingzhong Tang_Yulong Zeng_Song Zuo,Fans Economy and All-Pay Auctions with Proportional Allocations.,2017,AAAI
Jennifer D'Souza,A Multi-Pass Sieve for Name Normalization.,2015,AAAI
Hongteng Xu_Hongyuan Zha_Ren-Cang Li_Mark A. Davenport,Active Manifold Learning via Gershgorin Circle Guided Sample Selection.,2015,AAAI
Hui Meen Nyew_Nilufer Onder_Soner Önder_Zhenlin Wang,A First-Order Logic Based Framework for Verifying Simulations.,2013,AAAI
Philippe Besnard_Éric Grégoire_Jean-Marie Lagniez,On Computing Maximal Subsets of Clauses that Must Be Satisfiable with Possibly Mutually-Contradictory Assumptive Contexts.,2015,AAAI
Yunyao Li_Ishan Chaudhuri_Huahai Yang_Satinder P. Singh_H. V. Jagadish,Enabling Domain-Awareness for a Generic Natural Language Interface.,2007,AAAI
Amos Azaria_Sarit Kraus_Claudia V. Goldman_Omer Tsimhoni,Advice Provision for Energy Saving in Automobile Climate Control Systems.,2014,AAAI
Chitta Baral_Giuseppe De Giacomo,Knowledge Representation and Reasoning: What's Hot.,2015,AAAI
Aldy Gunawan_Hoong Chuin Lau_Mustafa Misir,Designing a Portfolio of Parameter Configurations for Online Algorithm Selection.,2015,AAAI
Ji Feng_Zhi-Hua Zhou,Deep MIML Network.,2017,AAAI
Masahiro Kimura_Kazumi Saito_Ryohei Nakano,Extracting Influential Nodes for Information Diffusion on a Social Network.,2007,AAAI
Rohit Singh 0002_Sumit Gulwani_Sriram K. Rajamani,Automatically Generating Algebra Problems.,2012,AAAI
Nicolas Beldiceanu_Pierre Flener_Justin Pearson_Pascal Van Hentenryck,Propagating Regular Counting Constraints.,2014,AAAI
Jing He_Ming Zhou_Long Jiang,Generating Chinese Classical Poems with Statistical Machine Translation Models.,2012,AAAI
Markus Brill_Rupert Freeman_Svante Janson_Martin Lackner,Phragmén's Voting Methods and Justified Representation.,2017,AAAI
Jagadeesh Jagarlamudi_Seth Juarez_Hal Daumé III,Kernelized Sorting for Natural Language Processing.,2010,AAAI
Melissa Roemmele,Writing Stories with Help from Recurrent Neural Networks.,2016,AAAI
Eun Yong Kang_Ilya Shpitser_Eleazar Eskin,Respecting Markov Equivalence in Computing Posterior Probabilities of Causal Graphical Features.,2010,AAAI
Sicong Liu_Yash Garg_K. Selçuk Candan_Maria Luisa Sapino_Gerardo Chowell-Puente,NOTES2: Networks-of-Traces for Epidemic Spread Simulations.,2015,AAAI
Justin Domke,Dual Decomposition for Marginal Inference.,2011,AAAI
Udi Apsel_Kristian Kersting_Martin Mladenov,Lifting Relational MAP-LPs Using Cluster Signatures.,2014,AAAI
Xiaojun Wan 0001_Jianwu Yang,Single Document Summarization with Document Expansion.,2007,AAAI
Shuonan Dong,Interactive Task-Plan Learning.,2010,AAAI
Joern Ploennigs_Anika Schumann,From Semantic Models to Cognitive Buildings.,2017,AAAI
Felix Brandt 0001_Markus Brill_Paul Harrenstein,Extending Tournament Solutions.,2014,AAAI
Federico Heras_António Morgado_João Marques-Silva,Core-Guided Binary Search Algorithms for Maximum Satisfiability.,2011,AAAI
M. Esmaeili,Classifiers Fusion for EEG Signals Processing in Human-Computer Interface Systems.,2007,AAAI
Scott Proper_Kagan Tumer,Multiagent Learning with a Noisy Global Reward Signal.,2013,AAAI
Tetsuro Morimura_Takayuki Osogami_Tomoyuki Shirai,Mixing-Time Regularized Policy Gradient.,2014,AAAI
William B. Haskell_Debarun Kar_Fei Fang_Milind Tambe_Sam Cheung_Elizabeth Denicola,Robust Protection of Fisheries with COmPASS.,2014,AAAI
Charilaos Akasiadis_Georgios Chalkiadakis,Agent Cooperatives for Effective Power Consumption Shifting.,2013,AAAI
Janusz Marecki_Milind Tambe,Towards Faster Planning with Continuous Resources in Stochastic Domains.,2008,AAAI
Alessandro Artale_Roman Kontchakov_Vladislav Ryzhikov_Michael Zakharyaschev,Tractable Interval Temporal Propositional and Description Logics.,2015,AAAI
Michael Zuckerman_Piotr Faliszewski_Yoram Bachrach_Edith Elkind,Manipulating the Quota in Weighted Voting Games.,2008,AAAI
Hélène Verhaeghe_Christophe Lecoutre_Pierre Schaus,Extending Compact-Table to Negative and Short Tables.,2017,AAAI
Aaron Wolin_Brandon Paulson_Tracy Hammond,Eliminating False Positives during Corner Finding by Merging Similar Segments.,2008,AAAI
Daniel G. Shapiro_Tolga Könik_Paul O'Rorke,Achieving Far Transfer in an Integrated Cognitive Architecture.,2008,AAAI
Junyi Jessy Li,Estimating Text Intelligibility via Information Packaging Analysis.,2016,AAAI
Ognjen Arandjelovic,Sample-Targeted Clinical Trial Adaptation.,2015,AAAI
Pedro Henrique Santana_Spencer Lane_Eric Timmons_Brian Charles Williams_Carlos Forster,Learning Hybrid Models with Guarded Transitions.,2015,AAAI
Gilles Trombettoni_Ignacio Araya_Bertrand Neveu_Gilles Chabert,Inner Regions and Interval Linearizations for Global Optimization.,2011,AAAI
Daniel Bryce,A Happening-Based Encoding for Nonlinear PDDL+ Planning.,2016,AAAI
Salam El Bsat_Haitham Bou-Ammar_Matthew E. Taylor,Scalable Multitask Policy Gradient Reinforcement Learning.,2017,AAAI
Andrea Calì_Georg Gottlob_Michael Kifer_Thomas Lukasiewicz_Andreas Pieris,Ontological Reasoning with F-logic Lite and its Extensions.,2010,AAAI
Aihua Zheng_Jixin Ma_Jin Tang_Bin Luo,Matching State-Based Sequences with Rich Temporal Aspects.,2012,AAAI
Nicola Gatti 0001_Marco Rocco_Sofia Ceppi_Enrico H. Gerding,Mechanism Design for Mobile Geo-Location Advertising.,2014,AAAI
Derek Hao Hu_Qiang Yang 0001,CIGAR: Concurrent and Interleaving Goal and Activity Recognition.,2008,AAAI
Bo Xin_Yoshinobu Kawahara_Yizhou Wang 0001_Wen Gao 0001,Efficient Generalized Fused Lasso and its Application to the Diagnosis of Alzheimer's Disease.,2014,AAAI
Isaac K. Isukapati_Stephen F. Smith,Viewing Traffic Signal Control as a Market-Driven Economy.,2015,AAAI
Yann Chevaleyre_Jérôme Lang_Nicolas Maudet_Jérôme Monnot,Possible Winners when New Candidates Are Added: The Case of Scoring Rules.,2010,AAAI
Hongyuan Mei_Mohit Bansal_Matthew R. Walter,Listen Attend and Walk: Neural Mapping of Navigational Instructions to Action Sequences.,2016,AAAI
Eirini Kaldeli_Alexander Lazovik_Marco Aiello 0001,Continual Planning with Sensing for Web Service Composition.,2011,AAAI
Luke Riley_Katie Atkinson_Paul E. Dunne_Terry R. Payne,Distributing Coalition Value Calculations to Coalition Members.,2015,AAAI
Alexander Van Esbroeck_Chih-Chun Chia_Zeeshan Syed,Heart Rate Topic Models.,2012,AAAI
Yao-Hung Hubert Tsai_Cheng-An Hou_Wei-Yu Chen_Yi-Ren Yeh_Yu-Chiang Frank Wang,Domain-Constraint Transfer Coding for Imbalanced Unsupervised Domain Adaptation.,2016,AAAI
Samuel Ieong_Yoav Shoham,Bayesian Coalitional Games.,2008,AAAI
Andrew Guillory_Sumit Basu_Dan Morris,User-Specific Learning for Recognizing a Singer's Intended Pitch.,2010,AAAI
Avshalom Elmalech_David Sarne_Avi Rosenfeld_Eden Shalom Erez,When Suboptimal Rules.,2015,AAAI
Fanhua Shang_Yuanyuan Liu_James Cheng,Generalized Higher-Order Tensor Decomposition via Parallel ADMM.,2014,AAAI
Nemanja Djuric_Mihajlo Grbovic_Slobodan Vucetic,Convex Kernelized Sorting.,2012,AAAI
Craig Boutilier_Kevin Regan_Paolo Viappiani,Simultaneous Elicitation of Preference Features and Utility.,2010,AAAI
Sambaran Bandyopadhyay_Ramasuri Narayanam_Pratyush Kumar_Sarvapali D. Ramchurn_Vijay Arya_Iskandarbin Petra,An Axiomatic Framework for Ex-Ante Dynamic Pricing Mechanisms in Smart Grid.,2016,AAAI
Cristina Conati_Christina Merten_Saleema Amershi_Kasia Muldner,Using Eye-Tracking Data for High-Level User Modeling in Adaptive Interfaces.,2007,AAAI
Shiwali Mohan_John E. Laird,Learning Goal-Oriented Hierarchical Tasks from Situated Interactive Instruction.,2014,AAAI
Virgile Landeiro Dos Reis_Aron Culotta,Robust Text Classification in the Presence of Confounding Bias.,2016,AAAI
Boris Motik_Yavor Nenov_Robert Edgar Felix Piro_Ian Horrocks,Incremental Update of Datalog Materialisation: the Backward/Forward Algorithm.,2015,AAAI
Dongxiao He_Dayou Liu_Di Jin_Weixiong Zhang,A Stochastic Model for Detecting Heterogeneous Link Communities in Complex Networks.,2015,AAAI
Seungyeon Kim_Joonseok Lee_Guy Lebanon_Haesun Park,Estimating Temporal Dynamics of Human Emotions.,2015,AAAI
Alexander David Styler_Illah Reza Nourbakhsh,Real-Time Predictive Optimization for Energy Management in a Hybrid Electric Vehicle.,2015,AAAI
Fei Wang 0001_Tao Li_Gang Wang_Changshui Zhang,Semi-supervised Classification Using Local and Global Regularization.,2008,AAAI
Cédric Rose_Jamal Saboune_François Charpillet,Reducing Particle Filtering Complexity for 3D Motion Capture using Dynamic Bayesian Networks.,2008,AAAI
Jinbo Bi_Tao Xiong,A Mathematical Programming Formulation for Sparse Collaborative Computer Aided Diagnosis.,2007,AAAI
Natalie Parde_Michalis Papakostas_Konstantinos Tsiakas_Rodney D. Nielsen,"Is It Rectangular?" Using I Spy as an Interactive Game-Based Approach to Multimodal Robot Learning.,2015,AAAI
Shani Alkoby_David Sarne_Igal Milchtaich,Strategic Signaling and Free Information Disclosure in Auctions.,2017,AAAI
Shu-Bin Cai_Zhong Ming_Shixian Li,Personalized Reasoner Based on Belief Strengths of Information Sources.,2008,AAAI
Deguang Kong_Ji Liu 0002_Bo Liu 0006_Xuan Bao,Uncorrelated Group LASSO.,2016,AAAI
Nicolas Schwind_Katsumi Inoue_Gauvain Bourgne_Sébastien Konieczny_Pierre Marquis,Belief Revision Games.,2015,AAAI
Yuan Shi_Aurélien Bellet_Fei Sha,Sparse Compositional Metric Learning.,2014,AAAI
Rehan Abdul Aziz_Geoffrey Chu_Christian J. Muise_Peter James Stuckey,Stable Model Counting and Its Application in Probabilistic Logic Programming.,2015,AAAI
Mohamed Elhoseiny_Scott Cohen_Walter Chang_Brian L. Price_Ahmed M. Elgammal,Sherlock: Scalable Fact Learning in Images.,2017,AAAI
Masahiro Ono,Distributed Robust Execution of Qualitative State Plan with Chance Constraints.,2008,AAAI
Mohamed Elhoseiny_Jingen Liu_Hui Cheng_Harpreet S. Sawhney_Ahmed M. Elgammal,Zero-Shot Event Detection by Multimodal Distributional Semantic Embedding of Videos.,2016,AAAI
Marcelo Finger_Glauber De Bona,Algorithms for Deciding Counting Quantifiers over Unary Predicates.,2017,AAAI
Seyed Mehran Kazemi_David Poole 0001,Elimination Ordering in Lifted First-Order Probabilistic Inference.,2014,AAAI
Saehoon Kim_Seungjin Choi,Binary Embedding with Additive Homogeneous Kernels.,2017,AAAI
Hongliang Yu_Zhi-Hong Deng_Yunlun Yang_Tao Xiong,A Joint Optimization Model for Image Summarization Based on Image Content and Tags.,2014,AAAI
Lin Ma_Zhengdong Lu_Hang Li,Learning to Answer Questions from Image Using Convolutional Neural Network.,2016,AAAI
Benjamin Lambert_Scott E. Fahlman,Knowledge-Driven Learning and Discovery.,2007,AAAI
Marcin Waniek_Long Tran-Thanh_Tomasz P. Michalak_Nicholas R. Jennings,The Dollar Auction with Spiteful Players.,2017,AAAI
Dehong Gao_Furu Wei_Wenjie Li_Xiaohua Liu_Ming Zhou 0001,Co-Training Based Bilingual Sentiment Lexicon Learning.,2013,AAAI
Andrea Loreggia_Yuri Malitsky_Horst Samulowitz_Vijay A. Saraswat,Deep Learning for Algorithm Portfolios.,2016,AAAI
Joseph Y. Halpern,From Qualitative to Quantitative Proofs of Security Properties Using First-Order Conditional Logic.,2008,AAAI
Yang Yang_Zhen Lei_Shifeng Zhang_Hailin Shi_Stan Z. Li,Metric Embedded Discriminative Vocabulary Learning for High-Level Person Representation.,2016,AAAI
Adam Sadilek_Henry A. Kautz_Vincent Silenzio,Predicting Disease Transmission from Geo-Tagged Micro-Blog Data.,2012,AAAI
Nicola Gatti 0001_Marco Rocco_Tuomas Sandholm,Strong Nash Equilibrium Is in Smoothed P.,2013,AAAI
Liad Blumrosen,Implementing the Maximum of Monotone Algorithms.,2007,AAAI
Gustavo H. Paetzold_Lucia Specia,Unsupervised Lexical Simplification for Non-Native Speakers.,2016,AAAI
Martin Schmid_Matej Moravcik_Milan Hladík,Bounding the Support Size in Extensive Form Games with Imperfect Information.,2014,AAAI
Sammy Davis-Mendelow_Jorge A. Baier_Sheila A. McIlraith,Assumption-Based Planning: Generating Plans and Explanations under Incomplete Knowledge.,2013,AAAI
Naveen Arivazhagan_Christos Christodoulopoulos_Dan Roth,Labeling the Semantic Roles of Commas.,2016,AAAI
Matti Järvisalo_Tommi A. Junttila,On the Power of Top-Down Branching Heuristics.,2008,AAAI
Gildas Jeantet_Patrice Perny_Olivier Spanjaard,Sequential Decision Making with Rank Dependent Utility: A Minimax Regret Approach.,2012,AAAI
XiaoJian Wu_Daniel Sheldon_Shlomo Zilberstein,Rounded Dynamic Programming for Tree-Structured Stochastic Network Design.,2014,AAAI
Dominik Peters_Edith Elkind,Preferences Single-Peaked on Nice Trees.,2016,AAAI
Anton Milan_Seyed Hamid Rezatofighi_Ravi Garg_Anthony R. Dick_Ian D. Reid 0001,Data-Driven Approximations to NP-Hard Problems.,2017,AAAI
Jia Wu_Shirui Pan_Peng Zhang_Xingquan Zhu,Direct Discriminative Bag Mapping for Multi-Instance Learning.,2016,AAAI
Mo Chen_Jianzhuang Liu_Xiaoou Tang,Clustering via Random Walk Hitting Time on Directed Graphs.,2008,AAAI
Xiaohua Liu_Zhongyang Fu_Furu Wei_Ming Zhou 0001,Collective Nominal Semantic Role Labeling for Tweets.,2012,AAAI
Lei Han_Yu Zhang,Learning Multi-Level Task Groups in Multi-Task Learning.,2015,AAAI
Carleton Coffrin_Pascal Van Hentenryck_Russell Bent,Last-Mile Restoration for Multiple Interdependent Infrastructures.,2012,AAAI
Dehua Liu_Bojun Tu_Hui Qian_Zhihua Zhang,Large-Scale Hierarchical Classification via Stochastic Perceptron.,2013,AAAI
Li Zhao_Minlie Huang_Ziyu Yao_Rongwei Su_Yingying Jiang_Xiaoyan Zhu,Semi-Supervised Multinomial Naive Bayes for Text Classification by Leveraging Word-Level Statistical Constraint.,2016,AAAI
Weinan Zhang_Zhaoyan Ming_Yu Zhang_Ting Liu_Tat-Seng Chua,Exploring Key Concept Paraphrasing Based on Pivot Language Translation for Question Retrieval.,2015,AAAI
Hadi Hosseini,Dynamic Multiagent Resource Allocation: Integrating Auctions and MDPs for Real-Time Decisions.,2012,AAAI
Julia Wiedmann,Joint Learning of Structural and Textual Features for Web Scale Event Extraction.,2017,AAAI
Alejandro Figueroa 0001_John Atkinson,Maximum Entropy Context Models for Ranking Biographical Answers to Open-Domain Definition Questions.,2011,AAAI
Morteza Dehghani_Emmett Tomai_Kenneth D. Forbus_Matthew Klenk,An Integrated Reasoning Approach to Moral Decision-Making.,2008,AAAI
Martha Imprialou_Giorgos Stoilos_Bernardo Cuenca Grau,Benchmarking Ontology-Based Query Rewriting Systems.,2012,AAAI
Lucas Agussurja_Hoong Chuin Lau_Shih-Fen Cheng,Achieving Stable and Fair Profit Allocation with Minimum Subsidy in Collaborative Logistics.,2016,AAAI
Ransalu Senanayake_Simon Timothy O'Callaghan_Fabio Ramos,Predicting Spatio-Temporal Propagation of Seasonal Influenza Using Variational Gaussian Process Regression.,2016,AAAI
Shengxian Wan_Yanyan Lan_Jiafeng Guo_Jun Xu_Liang Pang_Xueqi Cheng,A Deep Architecture for Semantic Matching with Multiple Positional Sentence Representations.,2016,AAAI
Jimmy Ho-Man Lee_Ka Lun Leung,A Stronger Consistency for Soft Global Constraints in Weighted Constraint Satisfaction.,2010,AAAI
Robert J. Ross_John D. Kelleher,Accuracy and Timeliness in ML Based Activity Recognition.,2013,AAAI
John Alexander Hawkin_Robert Holte_Duane Szafron,Automated Action Abstraction of Imperfect Information Extensive-Form Games.,2011,AAAI
Wei He_Zhongjun He_Hua Wu_Haifeng Wang,Improved Neural Machine Translation with SMT Features.,2016,AAAI
Pierre Schaus_Yves Deville,A Global Constraint for Bin-Packing with Precedences: Application to the Assembly Line Balancing Problem.,2008,AAAI
Jennifer Elisabeth Buehler,Capabilities in Heterogeneous Multi-Robot Systems.,2012,AAAI
Murat Sensoy,A Framework for Ontology-Based Service Selection in Dynamic Environments.,2007,AAAI
David Kurokawa_John K. Lai_Ariel D. Procaccia,How to Cut a Cake Before the Party Ends.,2013,AAAI
Itai Feigenbaum_Jay Sethuraman,Strategyproof Mechanisms for One-Dimensional Hybrid and Obnoxious Facility Location Models.,2015,AAAI
Samta Shukla_Aditya Telang_Salil Joshi_L. Venkata Subramaniam,Spatio-Temporal Signatures of User-Centric Data: How Similar Are We?,2015,AAAI
Egor V. Kostylev_Juan L. Reutter,Answering Counting Aggregate Queries over Ontologies of the DL-Lite Family.,2013,AAAI
Linfeng Song_Yue Zhang_Kai Song_Qun Liu,Joint Morphological Generation and Syntactic Linearization.,2014,AAAI
